게시판분류,게시물제목,인쇄건수,이미지내려받기건수,pdf내려받기건수,페이스북공유클릭건수,트위터공유클릭건수,카카오톡공유클릭건수
대표홈페이지관리_소식정보_공지사항,퇴직전 꼭 알아야 할 연금 개시연령 등 안내,0,0,0,0,0,1
대표홈페이지관리_소식정보_공지사항,2021년 12월 부담금 및 대여상환금 고지 일정 안내  ,0,0,0,0,0,1
대표홈페이지관리_소식정보_보도해명자료,사학교직원을 위한 제휴복지서비스,0,0,0,0,0,1
대표홈페이지관리_소식정보_보도해명자료,"[해명자료] 감사원 감사 결과 ""사학연금 재정추계 오류""  관련 보도 기사에  대한 해명 ",0,0,0,0,0,1
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 완도군과 해양치유 활성화 업무협약 체결",0,0,0,18,2,2
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 기금운용평가 4년 연속 최고등급 탁월 달성",0,0,0,18,2,2
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 감사원 자체감사활동 심사평가 2년 연속 최고 ‘A등급’ 획득",0,0,0,22,22,23
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 공공데이터 제공 운영실태 평가 6년 연속 최고 등급",0,0,0,4,4,3
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 독서경영의 시작을 알리는 북토크 개최",0,0,0,4,4,5
대표홈페이지관리_소식정보_보도해명자료,사학연금 (재)공공상생연대기금 업무협약 체결,0,0,0,4,4,5
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 사랑의 열매에 사학연금나눔기금 전달",0,0,0,4,4,5
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 신한카드와 제휴카드 출시 위해 맞손",0,0,0,4,4,5
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 제6차 재정재계산 착수",0,0,0,4,4,5
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 인권경영헌장 선포식 개최 ",0,0,0,4,4,5
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 인권경영시스템(HRMS)최초 인증",0,0,0,4,4,5
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 재해현장 직접 나서는 ‘TP 직무상 재해 사실조사단’ 출범",0,0,0,1,1,0
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 2023년도 경영평가 A등급 달성",0,0,0,2,2,3
대표홈페이지관리_소식정보_보도해명자료,"""돈 들어온다"" 파다한 소문... 여의도 '명당' 직접 가보니[현장+]",0,0,0,2,2,3
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 농정원과 교직원 은퇴 후 삶 설계를 위한 귀농귀촌 지원 업무협약 체결",0,0,0,2,2,3
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 기금운용평가 3년 연속 '탁월'...대형 기금 중 최고등급 유일",0,0,0,2,2,3
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 나주 경찰서와 학교폭력 예방 캠페인 전개",0,0,0,2,2,3
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 나주 경찰서와 학교폭력 예방관련 업무협약 체결",0,0,0,2,2,3
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 감사원 자체감사활동 심사평가 최고 'A등급' 획득",0,0,0,2,2,3
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 퇴임예정 교직원 대상 '2024년 퇴임대비연수' 실시 ",0,0,0,1,1,2
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 대전센터 '대전광역시 2024년 자원봉사활동 우수기업' 선정 ",0,0,0,1,1,2
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 창립50주년 및 TP타워 개관 기념식 성공적 개최 ",0,0,0,3,3,4
대표홈페이지관리_소식정보_보도해명자료,"[해명자료] 국민일보 ""같은 교사니까""...어린이집 사학연금 가입 검토 보도",0,0,0,0,0,1
대표홈페이지관리_소식정보_보도해명자료,"사학연금, '제6기 고객정책자문단' 모집",0,0,0,2,0,0
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 「사립학교교직원실태조사보고서」 발간",0,0,0,7,1,1
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 창립50주년 대비 공모전 31일까지",0,0,0,0,0,1
대표홈페이지관리_소식정보_보도해명자료,"사학연금, 2022년도 상반기 정규직 신입직원 21명 채용",0,0,0,0,0,1
대표홈페이지관리_소식정보_보도해명자료,"사학연금, VC 블라인드 펀드 위탁운용사 4곳 선정",0,0,0,0,0,1
대표홈페이지관리_소식정보_브로슈어리플랫,2022 사학연금 브로슈어(영문),0,0,0,4,4,5
대표홈페이지관리_소식정보_브로슈어리플랫,2021 사학연금 브로슈어(국문),0,0,0,4,4,5
대표홈페이지관리_소식정보_브로슈어리플랫,2021 사학연금 브로슈어(영문),0,0,0,4,4,5
대표홈페이지관리_소식정보_브로슈어리플랫,2019 사학연금 브로슈어(국문),0,0,0,4,4,5
대표홈페이지관리_소식정보_브로슈어리플랫,2023 사학연금 브로슈어(영문),0,0,0,26,26,26
대표홈페이지관리_소식정보_브로슈어리플랫,2023 사학연금 리플릿 (2022.12.31일 기준),0,0,0,22,4,4
대표홈페이지관리_소식정보_브로슈어리플랫,2023 사학연금 브로슈어(국문),0,0,0,22,6,6
대표홈페이지관리_소식정보_브로슈어리플랫,2022 사학연금 브로슈어(국문),0,0,0,4,2,3
대표홈페이지관리_소식정보_사학연금연구,2020년도 사학연금연구 Vol.5,0,0,0,4,4,5
대표홈페이지관리_소식정보_사학연금연구,2020년도 사학연금연구 정책과제보고서,0,0,0,4,4,5
대표홈페이지관리_소식정보_사학연금연구,2019년도 사학연금연구 Vol.4,0,0,0,4,4,5
대표홈페이지관리_소식정보_사학연금연구,2018년도 사학연금연구 Vol.3,0,0,0,4,4,5
대표홈페이지관리_소식정보_사학연금연구,2017년도 사학연금연구 Vol.2,0,0,0,4,4,5
대표홈페이지관리_소식정보_사학연금연구,2022년도 사학연금연구 Vol.7,0,0,0,7,23,23
대표홈페이지관리_소식정보_사학연금연구,2023년도 사학연금연구 Vol.8,0,0,0,6,6,7
대표홈페이지관리_소식정보_사학연금연구,2021년도 사학연금연구 Vol.6,0,0,0,25,26,26
대표홈페이지관리_소식정보_인사발령,사립학교교직원연금공단 인사발령(11.6.자),0,0,0,0,0,1
대표홈페이지관리_소식정보_인재채용,2026년도 정규직 신입직원 채용공고,0,0,0,0,0,1
대표홈페이지관리_소식정보_인재채용,2026년도 공무직(요양비 심사) 채용 공고,0,0,0,0,0,1
대표홈페이지관리_소식정보_인재채용,2026년도 정규직 경력직원 채용 공고,0,0,0,0,0,1
대표홈페이지관리_소식정보_인재채용,2025년도 체험형 청년인턴 채용 공고,0,0,0,0,0,1
대표홈페이지관리_소식정보_인재채용,2025년도 하반기 정규직(고졸) 채용 공고,0,0,0,0,0,1
대표홈페이지관리_소식정보_인재채용,2025년도 연구직 채용 공고,0,0,0,0,0,1
대표홈페이지관리_소식정보_인재채용,2025년도 상반기 정규직(일반경쟁) 채용 공고,0,0,0,0,0,1
대표홈페이지관리_소식정보_인재채용,2025년도 계약직(휴직대체인력-비서) 채용 공고,0,0,0,0,0,1
대표홈페이지관리_소식정보_인재채용,2025년도 연간 채용계획 사전 공개,0,0,0,0,0,1
대표홈페이지관리_소식정보_인재채용,2024년도 특정업무원(연금재정) 채용 공고,0,0,0,4,4,5
대표홈페이지관리_소식정보_인재채용,2024년도 특정업무원(연금재정) 채용 공고,0,0,0,4,4,5
대표홈페이지관리_소식정보_인재채용,"2024년도 하반기 정규직(장애, 보훈) 채용 공고",0,0,0,4,4,5
대표홈페이지관리_소식정보_인재채용,2024년 체험형 청년인턴 채용 공고,0,0,0,4,4,5
대표홈페이지관리_소식정보_인재채용,"2024년 상반기 계약직(비서, 휴직대체인력) 채용 공고",0,0,0,4,4,5
대표홈페이지관리_소식정보_인재채용,"2023년도 사학연금 하반기 전문직(회계사,세무사) 및 연구직(연금제도) 채용 공고",0,0,0,4,4,5
대표홈페이지관리_소식정보_인재채용,2024년도 연구직 채용 재공고,0,0,0,4,4,5
대표홈페이지관리_소식정보_인재채용,"2024년도 전문직, 연구직, 공무직 채용 공고",0,0,0,4,5,6
대표홈페이지관리_소식정보_인재채용,2024년도 하반기 정규직(고졸) 채용 공고,0,0,0,4,4,5
대표홈페이지관리_소식정보_인재채용,2024년 상반기 정규직(일반경쟁채용) 채용 공고,0,0,0,4,4,5
대표홈페이지관리_소식정보_인재채용,2023년도 체험형 청년인턴 채용 공고,0,0,0,0,0,1
대표홈페이지관리_소식정보_인재채용,2022년도 사학연금 정규직(고졸) 채용 공고,0,0,0,2,1,2
대표홈페이지관리_소식정보_인재채용,2022년도 전문직 및 특정업무원 채용 공고,0,0,0,0,0,1
대표홈페이지관리_소식정보_인재채용,"2022년도 사학연금 정규직(장애, 보훈) 채용 공고",0,0,0,0,0,1
대표홈페이지관리_소식정보_인재채용,2022년도 사립학교교직원연금공단 체험형 청년인턴 채용 공고(일반/장애),0,0,0,0,0,1
대표홈페이지관리_소식정보_인재채용,2022년도 사학연금 정규직 채용 공고,0,0,0,0,0,1
대표홈페이지관리_소식정보_조견표,생활자금대여(행복나눔대여) 금액별 월상환금 조견표(2026. 4. 기준),0,0,0,0,0,1
대표홈페이지관리_소식정보_조견표,생활자금대여(행복나눔대여) 금액별 월상환금 조견표(2026. 1. 기준),0,0,0,0,0,1
대표홈페이지관리_소식정보_조견표,생활자금대여(행복나눔대여) 금액별 월상환금 조견표(2025. 10. 기준),0,0,0,0,0,1
대표홈페이지관리_소식정보_조견표,생활자금대여(행복나눔대여) 금액별 월상환금 조견표(2025. 7. 기준),0,0,0,0,0,1
대표홈페이지관리_소식정보_조견표,생활자금대여(행복나눔대여) 금액별 월상환금 조견표(2025. 4. 기준),0,0,0,23,22,23
대표홈페이지관리_소식정보_조견표,2025년도 연금일부지급정지 조견표,0,0,0,22,6,6
대표홈페이지관리_소식정보_조견표,생활자금대여(행복나눔대여) 금액별 월상환금 조견표(2023.10. 기준),0,0,0,4,4,5
대표홈페이지관리_소식정보_조견표,생활자금대여(행복나눔대여) 금액별 월상환금 조견표(2025. 1. 기준),0,0,0,23,6,7
대표홈페이지관리_소식정보_조견표,생활자금대여(행복나눔대여) 금액별 월상환금 조견표(2024. 10. 기준),0,0,0,4,4,5
대표홈페이지관리_소식정보_조견표,생활자금대여(행복나눔대여) 금액별 월상환금 조견표(2024. 7. 기준),0,0,0,4,4,5
대표홈페이지관리_소식정보_조견표,2024년도 연금일부지급정지 조견표,0,0,0,4,4,5
대표홈페이지관리_소식정보_조견표,생활자금대여(행복나눔대여) 금액별 월상환금 조견표(2024. 4. 기준),0,0,0,6,4,5
대표홈페이지관리_소식정보_조견표,생활자금대여(행복나눔대여) 금액별 월상환금 조견표(2024. 1. 기준),0,0,0,4,4,5
대표홈페이지관리_소식정보_조견표,생활자금대여(행복나눔대여) 금액별 월상환금 조견표(2023.07. 기준),0,0,0,5,5,6
대표홈페이지관리_소식정보_조견표,생활자금대여(행복나눔대여) 금액별 월상환금 조견표(2023.04. 기준),0,0,0,4,4,5
대표홈페이지관리_소식정보_조견표,2023년도 연금일부지급정지 조견표,0,0,0,0,0,1
대표홈페이지관리_소식정보_조견표,생활자금대여(행복나눔대여) 금액별 월상환금 조견표(2023.01. 기준),0,0,0,0,0,1
대표홈페이지관리_소식정보_조견표,생활자금대여(행복나눔대여) 금액별 월상환금 조견표(2022.07.기준),0,0,0,0,0,1
대표홈페이지관리_소식정보_조견표,생활자금대여(행복나눔대여) 금액별 월상환금 조견표(2022.04.기준),0,0,0,0,0,1
대표홈페이지관리_소식정보_조견표,생활자금대여(행복나눔대여) 금액별 월상환금 조견표(2022.01.기준),0,0,0,0,1,2
대표홈페이지관리_소식정보_조견표,2022년 연금일부정지 조견표(우선정지),0,0,0,1,0,1
대표홈페이지관리_소식정보_통계연보,2023년 사학연금 통계연보,0,0,0,4,4,5
대표홈페이지관리_소식정보_통계연보,2021년 사학연금 통계연보,0,0,0,4,4,5
대표홈페이지관리_소식정보_통계연보,2020년 사학연금 통계연보,0,0,0,4,4,5
대표홈페이지관리_소식정보_통계연보,2019년 사학연금 통계연보,0,0,0,4,4,5
대표홈페이지관리_소식정보_통계연보,2018년 사학연금 통계연보,0,0,0,4,4,5
대표홈페이지관리_소식정보_통계연보,2017년 사학연금 통계연보,0,0,0,4,4,5
대표홈페이지관리_소식정보_통계연보,2016년 사학연금 통계연보,0,0,0,4,4,5
대표홈페이지관리_소식정보_통계연보,2022년 사학연금 통계연보,0,0,0,4,4,5
대표홈페이지관리_소식정보_홍보영상,수상한 이웃이 나타났다..?! 마을에서 벌어지는 기괴한 행적들..,0,0,0,3,3,3
대표홈페이지관리_소식정보_홍보영상,"[2022 홍보영상] 사학연금, 미래 행복을 책임지는 교직원의 동반자",0,0,0,3,3,3
대표홈페이지관리_소식정보_홍보영상,"[2023 홍보영상] 사학연금, 미래 행복을 책임지는 교직원의 동반자",0,0,0,23,23,23
대표홈페이지관리_소식정보_홍보영상,[2021 홍보영상] 평생 함께해요 사학연금,0,0,0,0,0,1
대표홈페이지관리_정보공개_고유모델,대전회관 에너지 사용량,0,0,0,19,19,19
대표홈페이지관리_정보공개_고유모델,중장기 재무관리계획,0,0,0,0,1,2
대표홈페이지관리_정보공개_사업실명제(대상사업내역),중장기 전략적 자산배분 수립 사업,0,0,0,18,2,2
대표홈페이지관리_정보공개_사업실명제(대상사업내역),TP-우리은행 연금수급자 알선대출 사업,0,0,0,18,18,18
대표홈페이지관리_정보공개_사업실명제(대상사업내역),TP타워 관리 사업,0,0,0,22,6,6
대표홈페이지관리_정보공개_사업실명제(대상사업내역),퇴직수당 급여사업,0,0,0,0,0,1
대표홈페이지관리_정보공개_즐겨찾기,민원 주요 Q&A,0,0,0,0,0,1
대표홈페이지관리_정보공개_표준모델,노사협의회 현황,0,0,0,18,2,2
대표홈페이지관리_정보공개_표준모델,협력업체 포상내역,0,0,0,2,18,18
대표홈페이지관리_정보공개_표준모델,재무현황(요약 재정운영표),0,0,0,21,21,21
대표홈페이지관리_정보공개_표준모델,해외 및 국내기관 MOU 체결 현황,0,0,0,0,0,1
대표홈페이지관리_제도안내_소송판결사례(재해보상급여),대학병원 마취과 전임강사로 재직하던 자가 급성백혈병이 발병하여 사망하였을 경우 직무상재해로 인정 할 수 없다는 사례 ,0,0,0,0,0,1
대표홈페이지관리_제도안내_소송판결사례(퇴직급여),연금수급자가 퇴직연금의 지급정지 대상 기관에 재취업하여 그 지급정지 사유가 발생하였음에도 계속하여 연금을 수급하였을 경우는 수령한 퇴직연금을 반환하여야 할 의무가 있다는 사례,0,0,0,0,0,1
대표홈페이지관리_제도안내_소송판결사례(퇴직급여),"사립학교 교원이 재직 중의 사유로 금고 이상의 형벌을 받은 사실을 공단에 신고하지 않아 감액 없이 퇴직급여 및 퇴직수당을 수령하였으나, 공단이 위 사실을 알고 감액분에 대한 환수결정 및 재산압류처분을 한 것은 합당하다는 판결",0,0,0,0,0,1
대표홈페이지관리_제도안내_소송판결사례(퇴직급여),"징계 해임자에 대한 연금법상 퇴직급여의 소멸시효 기산점은 해임처분을 통보받은 날부터 계산되어야 하며, 해임 여부를 다투는 소송의 판결 확정일을 기준으로 계산할 수 없다는 사례",0,0,0,0,0,1
대표홈페이지관리_제도안내_소송판결사례(퇴직급여),형벌에 의한 교직원의 퇴직급여 감액지급분을 공단기금으로 귀속하는 행위가 법률상 원인없이 어떤 재산상 이익을 얻었다고 할 수 없으므로 감액지급분을 학교법인에게 반환해야할 의무가 없다는 사례,0,0,0,0,0,1
대표홈페이지관리_제도안내_제도자료실,2022년 사립학교교직원 실태조사 기초통계분석보고서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,환수금 납부 확약서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,재직기간 소급통산 신청서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,2026년 국고학자금대여 안내서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,2026년 생활자금대여 안내서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,직무상요양급여 비용청구서(건강보험 비급여 청구용),0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,장해급여청구서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,직무상 유족급여 청구서,0,0,0,522,523,524
대표홈페이지관리_참여_서식자료실,직무상 재요양 승인신청서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,재직기간 합산 신청서,0,0,0,18,2,3
대표홈페이지관리_참여_서식자료실,재직기간합산납부방법변경 신고서,0,0,0,21,21,22
대표홈페이지관리_참여_서식자료실,재해유족급여 제한 신청서,0,0,0,4,4,5
대표홈페이지관리_참여_서식자료실,퇴직유족급여 제한 신청서,0,0,0,4,4,5
대표홈페이지관리_참여_서식자료실,개인회생 공제 대여신청서,0,0,0,4,4,5
대표홈페이지관리_참여_서식자료실,무기계약직 사학연금 가입 가이드라인,0,0,0,4,4,5
대표홈페이지관리_참여_서식자료실,교육비 납입(증명 고지)서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,시민권자의 거주사실 확인서(예시),0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,국민연금과직역연금의연계신청서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,퇴직급여 변경 신청서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,"생활자금대여 관련 개인정보 수집,이용 및 제3자 제공동의서",0,0,0,4,5,6
대표홈페이지관리_참여_서식자료실,재해발생 경위서(신청인용),0,0,0,5,5,6
대표홈페이지관리_참여_서식자료실,사학연금지 구독료 납부 신청서,0,0,0,1,1,2
대표홈페이지관리_참여_서식자료실,[2022년 교직원 퇴임대비 연수] 연수비 환불신청 관련 서식,0,0,0,5,5,6
대표홈페이지관리_참여_서식자료실,2023년도 연금전액정지 대상기관 안내,0,0,0,5,5,6
대표홈페이지관리_참여_서식자료실,직무상요양 승인신청서(질병) ,0,0,0,1,1,2
대표홈페이지관리_참여_서식자료실,재직기간 합산 제외 신청서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,"연금수급자 재임용·재퇴직 신고서(국문, 영문)",0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,교직원임용신고서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,관절운동 장해 소견서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,척추 및 신경계통 기능장해 소견서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,위임장,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,군복무기간 산입 신청서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,연계노령(퇴직)연금지급청구서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,교직원 퇴직 신고서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,기관 경위 조사서(공통),0,0,0,1,1,2
대표홈페이지관리_참여_서식자료실,상병(장해·사망)경위조사서(사고) ,0,0,0,1,1,2
대표홈페이지관리_참여_서식자료실,연금소득자 소득 세액 공제 신고서<개정 2023. 12. 29.>,0,0,0,7,6,7
대표홈페이지관리_참여_서식자료실,직무상요양 승인신청서(부상),0,0,0,2,1,2
대표홈페이지관리_참여_서식자료실,"유족연금청구서(국문, 영문)",0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,연금소득자 소득세액공제 신고서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,개인정보변경신고서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,퇴직유족급여·퇴직수당 청구서(재직 중 발생 유족급여청구),0,0,0,1,0,1
대표홈페이지관리_참여_서식자료실,연금일부지급정지 조정·해지신청서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,"연금수급자 정보변경 신고서(국문, 영문)",0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,재난부조금 청구서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,직무상요양기간 연장승인 신청서 ,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,생활자금대여 상환기간조정 신청서,0,0,0,1,1,2
대표홈페이지관리_참여_서식자료실,"확인서발급신청서(한,영서식)",0,0,0,6,5,6
대표홈페이지관리_참여_서식자료실,연금수급자 생활자금대여 신청서,0,0,0,1,0,1
대표홈페이지관리_참여_서식자료실,분할연금·일시금 (선)청구서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,분할연금·일시금 선청구 취소 신청서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,"연금수급권 상실 신고서(국문, 영문)",0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,국고학자금대여 학생 학적변동 신고서(2021.07.01.개정),0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,국고학자금대여신청서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,국고학자금대여관련개인정보수집이용및제공동의서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,"연금수급자(해외거주자, 외국인 등) 신상 신고서(국문, 영문)",0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,부담금 일시납부 통지서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,생활자금 대여상환확약 동의서(2016.04.01개정),0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,생활자금대여신청서(국문),0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,퇴직연금·퇴직수당 청구서 (영문),0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,대여금 개별고지 신청서(2022.08.01.개정),0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,사망조위금 청구서,0,0,0,1,0,1
대표홈페이지관리_참여_서식자료실,퇴직연금·퇴직수당 청구서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,퇴직일시금·퇴직수당 청구서(영문),0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,연금수급증 발급 신청서,0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,재직기간 합산 신청서,0,0,0,19,2,3
대표홈페이지관리_참여_서식자료실,"확인서발급신청서(한,영서식)",0,0,0,0,0,1
대표홈페이지관리_참여_서식자료실,퇴직(연금)일시금·퇴직수당 청구서,0,0,0,2,0,1
영문홈페이지관리_Publications,Guide for Foreigners,0,0,0,76,11,12
영문홈페이지관리_Publications,Teachers’ Pension,0,0,0,66,22,23
영문홈페이지관리_Publications,"Happiness of Tomorrow , Pension for Tomrrrow (2023)",0,0,0,700,684,685
재해보상 결정사례,[재해보상제도 안내 웹툰] 2화. 재해보상 업무절차 쉽게 알아보기,0,0,0,0,0,1
재해보상 결정사례,[재해보상제도 안내 웹툰] 1화. 재해보상제도란?,0,0,0,0,0,1
재해보상 결정사례,[2024년 12월] 사학연금 재해보상 월별 NEWS!,0,0,0,0,0,1
재해보상 결정사례,[2024년 8월] 사학연금 재해보상 월별 NEWS!,0,0,0,0,0,1
재해보상 결정사례,사립학교 교직원 직무상 재해 결정 사례집(2023년 제작),0,0,0,0,0,1
지속가능경영보고서,2023년 사학연금 지속가능경영보고서,0,0,0,21,21,21
친인척 채용인원 공개,친인척 채용인원 공개(2024년 4분기),0,0,0,4,4,5
친인척 채용인원 공개,친인척 채용인원 공개(2024년 3분기),0,0,0,4,4,5
카드뉴스,"세상을 바꾸는 따뜻하고 작은 실천들, 윤리의 날!",0,0,0,0,0,1
카드뉴스,2026년 1분기 생활자금대여 이자율 안내,0,0,0,0,0,1
카드뉴스,헷갈리는 퇴직급여 한 눈에 딱! 알아보자,0,0,0,0,0,1
카드뉴스,[안내] 브라보 마이 라이프! 인생 3막! Chapter#2,0,0,0,1,0,1
카드뉴스,[안내] 공단 홈페이지 비밀번호 변경방법 안내,0,0,0,5,2,3
카드뉴스,[안내] 사학연금공단의 데이터 기반 행정,0,0,0,19,3,3
카드뉴스,"[안내]사학연금, 부패방지 시책평가 결과 2년 연속 우수 달성!",0,0,0,19,3,4
카드뉴스,[ESG경영] 사학연금공단과 함께하는 사회적 경제 기업 안내 - ㈜모마,0,0,0,19,19,20
카드뉴스,[안내]적극행정 우수사례2-직무상교직원 요양급여 실효성 강화,0,0,0,39,23,24
